"species","class","order","family","source"
"Heliactin bilophus","Aves","Apodiformes","Trochilidae","faunabr"
"Heliodoxa rubricauda","Aves","Apodiformes","Trochilidae","faunabr"
"Heliomaster furcifer","Aves","Apodiformes","Trochilidae","faunabr"
"Heliomaster squamosus","Aves","Apodiformes","Trochilidae","faunabr"
"Hylocharis chrysura","Aves","Apodiformes","Trochilidae","faunabr"
"Hylocharis sapphirina","Aves","Apodiformes","Trochilidae","faunabr"
"Leucochloris albicollis","Aves","Apodiformes","Trochilidae","faunabr"
"Lophornis gouldii","Aves","Apodiformes","Trochilidae","faunabr"
"Lophornis magnificus","Aves","Apodiformes","Trochilidae","faunabr"
"Stephanoxis lalandi","Aves","Apodiformes","Trochilidae","faunabr"
"Stephanoxis loddigesii","Aves","Apodiformes","Trochilidae","faunabr"
"Thalurania watertonii","Aves","Apodiformes","Trochilidae","faunabr"
"Hydropsalis anomala","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Hydropsalis candicans","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Hydropsalis forcipata","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Hydropsalis maculicaudus","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Hydropsalis parvula","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Nyctiprogne vielliardi","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Cariama cristata","Aves","Cariamiformes","Cariamidae","faunabr"
"Cathartes melambrotus","Aves","Cathartiformes","Cathartidae","faunabr"
"Charadrius collaris","Aves","Charadriiformes","Charadriidae","faunabr"
"Charadrius falklandicus","Aves","Charadriiformes","Charadriidae","faunabr"
"Charadrius modestus","Aves","Charadriiformes","Charadriidae","faunabr"
"Charadrius semipalmatus","Aves","Charadriiformes","Charadriidae","faunabr"
"Pluvialis dominica","Aves","Charadriiformes","Charadriidae","faunabr"
"Vanellus cayanus","Aves","Charadriiformes","Charadriidae","faunabr"
"Chionis albus","Aves","Charadriiformes","Chionidae","faunabr"
"Glareola pratincola","Aves","Charadriiformes","Glareolidae","faunabr"
"Chroicocephalus maculipennis","Aves","Charadriiformes","Laridae","faunabr"
"Chroicocephalus ridibundos","Aves","Charadriiformes","Laridae","faunabr"
"Larus atlanticus","Aves","Charadriiformes","Laridae","faunabr"
"Leucophaeus modestus","Aves","Charadriiformes","Laridae","faunabr"
"Leucophaeus pipixcan","Aves","Charadriiformes","Laridae","faunabr"
"Xema sabini","Aves","Charadriiformes","Laridae","faunabr"
"Himantopus melanurus","Aves","Charadriiformes","Recurvirostridae","faunabr"
"Himantopus mexicanus","Aves","Charadriiformes","Recurvirostridae","faunabr"
"Nycticryphes semicollaris","Aves","Charadriiformes","Rostratulidae","faunabr"
"Actitis macularius","Aves","Charadriiformes","Scolopacidae","faunabr"
"Bartramia longicauda","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris bairdii","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris ferruginea","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris fuscicollis","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris mauri","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris melanotos","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris minuta","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris pugnax","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris pusilla","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris subruficollis","Aves","Charadriiformes","Scolopacidae","faunabr"
"Gallinago paraguaiae","Aves","Charadriiformes","Scolopacidae","faunabr"
"Limosa fedoa","Aves","Charadriiformes","Scolopacidae","faunabr"
"Limosa haemastica","Aves","Charadriiformes","Scolopacidae","faunabr"
"Numenius hudsonicus","Aves","Charadriiformes","Scolopacidae","faunabr"
"Phalaropus fulicarius","Aves","Charadriiformes","Scolopacidae","faunabr"
"Phalaropus lobatus","Aves","Charadriiformes","Scolopacidae","faunabr"
"Phalaropus tricolor","Aves","Charadriiformes","Scolopacidae","faunabr"
"Tringa flavipes","Aves","Charadriiformes","Scolopacidae","faunabr"
"Tringa glareola","Aves","Charadriiformes","Scolopacidae","faunabr"
"Tringa inornata","Aves","Charadriiformes","Scolopacidae","faunabr"
"Tringa melanoleuca","Aves","Charadriiformes","Scolopacidae","faunabr"
"Tringa semipalmata","Aves","Charadriiformes","Scolopacidae","faunabr"
"Tringa totanus","Aves","Charadriiformes","Scolopacidae","faunabr"
"Xenus cinereus","Aves","Charadriiformes","Scolopacidae","faunabr"
"Stercorarius chilensis","Aves","Charadriiformes","Stercorariidae","faunabr"
"Stercorarius maccormicki","Aves","Charadriiformes","Stercorariidae","faunabr"
"Stercorarius parasiticus","Aves","Charadriiformes","Stercorariidae","faunabr"
"Stercorarius pomarinus","Aves","Charadriiformes","Stercorariidae","faunabr"
"Stercorarius skua","Aves","Charadriiformes","Stercorariidae","faunabr"
"Chlidonias leucopterus","Aves","Charadriiformes","Sternidae","faunabr"
"Gygis alba","Aves","Charadriiformes","Sternidae","faunabr"
"Sterna hirundinacea","Aves","Charadriiformes","Sternidae","faunabr"
"Sterna paradisaea","Aves","Charadriiformes","Sternidae","faunabr"
"Sterna trudeaui","Aves","Charadriiformes","Sternidae","faunabr"
"Sterna vittata","Aves","Charadriiformes","Sternidae","faunabr"
"Sternula superciliaris","Aves","Charadriiformes","Sternidae","faunabr"
"Thalasseus maximus","Aves","Charadriiformes","Sternidae","faunabr"
"Ciconia maguari","Aves","Ciconiiformes","Ciconiidae","faunabr"
"Jabiru mycteria","Aves","Ciconiiformes","Ciconiidae","faunabr"
"Mycteria americana","Aves","Ciconiiformes","Ciconiidae","faunabr"
"Claravis pretiosa","Aves","Columbiformes","Columbidae","faunabr"
"Columbina cyanopis","Aves","Columbiformes","Columbidae","faunabr"
"Paraclaravis geoffroyi","Aves","Columbiformes","Columbidae","faunabr"
"Patagioenas speciosa","Aves","Columbiformes","Columbidae","faunabr"
"Chloroceryle amazona","Aves","Coraciiformes","Alcedinidae","faunabr"
"Baryphthengus ruficapillus","Aves","Coraciiformes","Momotidae","faunabr"
"Crotophaga ani","Aves","Cuculiformes","Cuculidae","faunabr"
"Crotophaga major","Aves","Cuculiformes","Cuculidae","faunabr"
"Guira guira","Aves","Cuculiformes","Cuculidae","faunabr"
"Coccyzus erythropthalmus","Aves","Cuculiformes","Cuculidae","faunabr"
"Coccyzus euleri","Aves","Cuculiformes","Cuculidae","faunabr"
"Coccyzus melacoryphus","Aves","Cuculiformes","Cuculidae","faunabr"
"Coccyzus minor","Aves","Cuculiformes","Cuculidae","faunabr"
"Micrococcyx cinereus","Aves","Cuculiformes","Cuculidae","faunabr"
"Dromococcyx pavoninus","Aves","Cuculiformes","Cuculidae","faunabr"
"Dromococcyx phasianellus","Aves","Cuculiformes","Cuculidae","faunabr"
"Daptrius ater","Aves","Falconiformes","Falconidae","faunabr"
"Falco deiroleucus","Aves","Falconiformes","Falconidae","faunabr"
"Ibycter americanus","Aves","Falconiformes","Falconidae","faunabr"
"Micrastur mintoni","Aves","Falconiformes","Falconidae","faunabr"
"Micrastur mirandollei","Aves","Falconiformes","Falconidae","faunabr"
"Bucco capensis","Aves","Galbuliformes","Bucconidae","faunabr"
"Malacoptila minor","Aves","Galbuliformes","Bucconidae","faunabr"
"Malacoptila striata","Aves","Galbuliformes","Bucconidae","faunabr"
"Nonnula amaurocephala","Aves","Galbuliformes","Bucconidae","faunabr"
"Notharchus swainsoni","Aves","Galbuliformes","Bucconidae","faunabr"
"Nystalus maculatus","Aves","Galbuliformes","Bucconidae","faunabr"
"Nystalus striatipectus","Aves","Galbuliformes","Bucconidae","faunabr"
"Nystalus torridus","Aves","Galbuliformes","Bucconidae","faunabr"
"Jacamaralcyon tridactyla","Aves","Galbuliformes","Galbulidae","faunabr"
"Aburria jacutinga","Aves","Galliformes","Cracidae","faunabr"
"Crax blumenbachii","Aves","Galliformes","Cracidae","faunabr"
"Ortalis araucuan","Aves","Galliformes","Cracidae","faunabr"
"Ortalis remota","Aves","Galliformes","Cracidae","faunabr"
"Ortalis squamata","Aves","Galliformes","Cracidae","faunabr"
"Ortalis superciliaris","Aves","Galliformes","Cracidae","faunabr"
"Pauxi mitu","Aves","Galliformes","Cracidae","faunabr"
"Pauxi tuberosa","Aves","Galliformes","Cracidae","faunabr"
"Penelope jacucaca","Aves","Galliformes","Cracidae","faunabr"
"Penelope obscura","Aves","Galliformes","Cracidae","faunabr"
"Penelope ochrogaster","Aves","Galliformes","Cracidae","faunabr"
"Penelope pileata","Aves","Galliformes","Cracidae","faunabr"
"Heliornis fulica","Aves","Gruiformes","Heliornithidae","faunabr"
"Psophia napensis","Aves","Gruiformes","Psophiidae","faunabr"
"Psophia obscura","Aves","Gruiformes","Psophiidae","faunabr"
"Aramides mangle","Aves","Gruiformes","Rallidae","faunabr"
"Aramides saracura","Aves","Gruiformes","Rallidae","faunabr"
"Aramides ypecaha","Aves","Gruiformes","Rallidae","faunabr"
"Coturnicops notatus","Aves","Gruiformes","Rallidae","faunabr"
"Crex crex","Aves","Gruiformes","Rallidae","faunabr"
"Fulica armillata","Aves","Gruiformes","Rallidae","faunabr"
"Fulica leucoptera","Aves","Gruiformes","Rallidae","faunabr"
"Fulica rufifrons","Aves","Gruiformes","Rallidae","faunabr"
"Laterallus exilis","Aves","Gruiformes","Rallidae","faunabr"
"Laterallus jamaicensis","Aves","Gruiformes","Rallidae","faunabr"
"Laterallus leucopyrrhus","Aves","Gruiformes","Rallidae","faunabr"
"Laterallus spiloptera","Aves","Gruiformes","Rallidae","faunabr"
"Laterallus xenopterus","Aves","Gruiformes","Rallidae","faunabr"
"Paragallinula angulata","Aves","Gruiformes","Rallidae","faunabr"
"Porphyrio alleni","Aves","Gruiformes","Rallidae","faunabr"
"Porphyrio flavirostris","Aves","Gruiformes","Rallidae","faunabr"
"Porphyrio martinicus","Aves","Gruiformes","Rallidae","faunabr"
"Porzana carolina","Aves","Gruiformes","Rallidae","faunabr"
"Nyctibius leucopterus","Aves","Nyctibiiformes","Nyctibiidae","faunabr"
"Opisthocomus hoazin","Aves","Opisthocomiformes","Opisthocomidae","faunabr"
"Amaurospiza moesta","Aves","Passeriformes","Cardinalidae","faunabr"
"Caryothraustes brasiliensis","Aves","Passeriformes","Cardinalidae","faunabr"
"Cyanoloxia glaucocaerulea","Aves","Passeriformes","Cardinalidae","faunabr"
"Periporphyrus erythromelas","Aves","Passeriformes","Cardinalidae","faunabr"
"Conopophaga cearae","Aves","Passeriformes","Conopophagidae","faunabr"
"Conopophaga roberti","Aves","Passeriformes","Conopophagidae","faunabr"
"Cyanocorax caeruleus","Aves","Passeriformes","Corvidae","faunabr"
"Cyanocorax cristatellus","Aves","Passeriformes","Corvidae","faunabr"
"Cyanocorax cyanomelas","Aves","Passeriformes","Corvidae","faunabr"
"Cyanocorax cyanopogon","Aves","Passeriformes","Corvidae","faunabr"
"Cotinga cotinga","Aves","Passeriformes","Cotingidae","faunabr"
"Cotinga maculata","Aves","Passeriformes","Cotingidae","faunabr"
"Lipaugus ater","Aves","Passeriformes","Cotingidae","faunabr"
"Lipaugus conditus","Aves","Passeriformes","Cotingidae","faunabr"
"Lipaugus lanioides","Aves","Passeriformes","Cotingidae","faunabr"
"Lipaugus vociferans","Aves","Passeriformes","Cotingidae","faunabr"
"Procnias nudicollis","Aves","Passeriformes","Cotingidae","faunabr"
"Xipholena atropurpurea","Aves","Passeriformes","Cotingidae","faunabr"
"Xipholena lamellipennis","Aves","Passeriformes","Cotingidae","faunabr"
"Phibalura flavirostris","Aves","Passeriformes","Cotingidae","faunabr"
"Carpornis cucullata","Aves","Passeriformes","Cotingidae","faunabr"
"Carpornis melanocephala","Aves","Passeriformes","Cotingidae","faunabr"
"Phoenicircus carnifex","Aves","Passeriformes","Cotingidae","faunabr"
"Phoenicircus nigricollis","Aves","Passeriformes","Cotingidae","faunabr"
"Campylorhamphus falcularius","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Dendrocolaptes medius","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Drymornis bridgesii","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Lepidocolaptes angustirostris","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Lepidocolaptes falcinellus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Lepidocolaptes layardi","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Lepidocolaptes squamatus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Lepidocolaptes wagleri","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Nasica longirostris","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Xiphorhynchus atlanticus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Xiphorhynchus spixii","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Dendrocincla taunayi","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Dendrocincla turdina","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Chamaeza meruloides","Aves","Passeriformes","Formicariidae","faunabr"
"Chamaeza ruficauda","Aves","Passeriformes","Formicariidae","faunabr"
"Spinus yarrellii","Aves","Passeriformes","Fringillidae","faunabr"
"Euphonia cayennensis","Aves","Passeriformes","Fringillidae","faunabr"
"Euphonia chalybea","Aves","Passeriformes","Fringillidae","faunabr"
"Euphonia pectoralis","Aves","Passeriformes","Fringillidae","faunabr"
"Berlepschia rikeri","Aves","Passeriformes","Furnariidae","faunabr"
"Cinclodes fuscus","Aves","Passeriformes","Furnariidae","faunabr"
"Cinclodes pabsti","Aves","Passeriformes","Furnariidae","faunabr"
"Limnornis curvirostris","Aves","Passeriformes","Furnariidae","faunabr"
"Anabacerthia amaurotis","Aves","Passeriformes","Furnariidae","faunabr"
"Anabacerthia lichtensteini","Aves","Passeriformes","Furnariidae","faunabr"
"Anabazenops fuscus","Aves","Passeriformes","Furnariidae","faunabr"
"Automolus lammi","Aves","Passeriformes","Furnariidae","faunabr"
"Automolus paraensis","Aves","Passeriformes","Furnariidae","faunabr"
"Cichlocolaptes mazarbarnetti","Aves","Passeriformes","Furnariidae","faunabr"
"Clibanornis dendrocolaptoides","Aves","Passeriformes","Furnariidae","faunabr"
"Clibanornis rectirostris","Aves","Passeriformes","Furnariidae","faunabr"
"Megaxenops parnáguae","Aves","Passeriformes","Furnariidae","faunabr"
"Philydor atricapillus","Aves","Passeriformes","Furnariidae","faunabr"
"Philydor pyrrhodes","Aves","Passeriformes","Furnariidae","faunabr"
"Syndactyla dimidiata","Aves","Passeriformes","Furnariidae","faunabr"
"Acrobatornis fonsecai","Aves","Passeriformes","Furnariidae","faunabr"
"Anumbius annumbi","Aves","Passeriformes","Furnariidae","faunabr"
"Asthenes moreirae","Aves","Passeriformes","Furnariidae","faunabr"
"Cranioleuca obsoleta","Aves","Passeriformes","Furnariidae","faunabr"
"Cranioleuca pallida","Aves","Passeriformes","Furnariidae","faunabr"
"Leptasthenura setaria","Aves","Passeriformes","Furnariidae","faunabr"
"Leptasthenura striolata","Aves","Passeriformes","Furnariidae","faunabr"
"Limnoctites rectirostris","Aves","Passeriformes","Furnariidae","faunabr"
"Phacellodomus erythrophthalmus","Aves","Passeriformes","Furnariidae","faunabr"
"Phacellodomus ferrugineigula","Aves","Passeriformes","Furnariidae","faunabr"
"Phacellodomus ruber","Aves","Passeriformes","Furnariidae","faunabr"
"Phacellodomus sibilatrix","Aves","Passeriformes","Furnariidae","faunabr"
"Phacellodomus striaticollis","Aves","Passeriformes","Furnariidae","faunabr"
"Pseudoseisura cristata","Aves","Passeriformes","Furnariidae","faunabr"
"Spartonoica maluroides","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis albilora","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis cinerascens","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis cinerea","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis frontalis","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis hellmayri","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis hypospodia","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis infuscata","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis ruficapilla","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis simoni","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis spixi","Aves","Passeriformes","Furnariidae","faunabr"
"Thripophaga macroura","Aves","Passeriformes","Furnariidae","faunabr"
"Cryptopezus nattereri","Aves","Passeriformes","Grallariidae","faunabr"
"Hylopezus ochroleucus","Aves","Passeriformes","Grallariidae","faunabr"
"Hylopezus paraensis","Aves","Passeriformes","Grallariidae","faunabr"
"Alopochelidon fucata","Aves","Passeriformes","Hirundinidae","faunabr"
"Pygochelidon melanoleuca","Aves","Passeriformes","Hirundinidae","faunabr"
"Tachycineta albiventer","Aves","Passeriformes","Hirundinidae","faunabr"
"Tachycineta leucorrhoa","Aves","Passeriformes","Hirundinidae","faunabr"
"Agelaioides fringillarius","Aves","Passeriformes","Icteridae","faunabr"
"Agelasticus cyanopus","Aves","Passeriformes","Icteridae","faunabr"
"Amblyramphus holosericeus","Aves","Passeriformes","Icteridae","faunabr"
"Anumara forbesi","Aves","Passeriformes","Icteridae","faunabr"
"Cacicus chrysopterus","Aves","Passeriformes","Icteridae","faunabr"
"Cacicus solitarius","Aves","Passeriformes","Icteridae","faunabr"
"Icterus jamacaii","Aves","Passeriformes","Icteridae","faunabr"
"Leistes defilippii","Aves","Passeriformes","Icteridae","faunabr"
"Leistes militaris","Aves","Passeriformes","Icteridae","faunabr"
"Leistes superciliaris","Aves","Passeriformes","Icteridae","faunabr"
"Molothrus rufoaxillaris","Aves","Passeriformes","Icteridae","faunabr"
"Pseudoleistes guirahuro","Aves","Passeriformes","Icteridae","faunabr"
"Pseudoleistes virescens","Aves","Passeriformes","Icteridae","faunabr"
"Xanthopsar flavus","Aves","Passeriformes","Icteridae","faunabr"
"Orthogonys chloricterus","Aves","Passeriformes","Mitrospingidae","faunabr"
"Anthus nattereri","Aves","Passeriformes","Motacillidae","faunabr"
"Onychorhynchus swainsoni","Aves","Passeriformes","Onychorhynchidae","faunabr"
"Myiothlypis leucoblephara","Aves","Passeriformes","Parulidae","faunabr"
"Myiothlypis leucophrys","Aves","Passeriformes","Parulidae","faunabr"
"Myiothlypis rivularis","Aves","Passeriformes","Parulidae","faunabr"
"Setophaga cerulea","Aves","Passeriformes","Parulidae","faunabr"
"Arremon flavirostris","Aves","Passeriformes","Passerellidae","faunabr"
"Arremon franciscanus","Aves","Passeriformes","Passerellidae","faunabr"
"Arremon polionotus","Aves","Passeriformes","Passerellidae","faunabr"
"Arremon semitorquatus","Aves","Passeriformes","Passerellidae","faunabr"
"Arremon taciturnus","Aves","Passeriformes","Passerellidae","faunabr"
"Antilophia bokermanni","Aves","Passeriformes","Pipridae","faunabr"
"Antilophia galeata","Aves","Passeriformes","Pipridae","faunabr"
"Chiroxiphia caudata","Aves","Passeriformes","Pipridae","faunabr"
"Chiroxiphia pareola","Aves","Passeriformes","Pipridae","faunabr"
"Ilicura militaris","Aves","Passeriformes","Pipridae","faunabr"
"Neopelma aurifrons","Aves","Passeriformes","Pipridae","faunabr"
"Neopelma chrysolophum","Aves","Passeriformes","Pipridae","faunabr"
"Neopelma pallescens","Aves","Passeriformes","Pipridae","faunabr"
"Ceratopipra rubrocapilla","Aves","Passeriformes","Pipridae","faunabr"
"Machaeropterus regulus","Aves","Passeriformes","Pipridae","faunabr"
"Piprites pileata","Aves","Passeriformes","Pipritidae","faunabr"
"Calyptura cristata","Aves","Passeriformes","Platyrinchidae","faunabr"
"Platyrinchus leucoryphus","Aves","Passeriformes","Platyrinchidae","faunabr"
"Polioptila atricapilla","Aves","Passeriformes","Polioptilidae","faunabr"
"Polioptila innotata","Aves","Passeriformes","Polioptilidae","faunabr"
"Polioptila lactea","Aves","Passeriformes","Polioptilidae","faunabr"
"Polioptila parvirostris","Aves","Passeriformes","Polioptilidae","faunabr"
"Polioptila plumbea","Aves","Passeriformes","Polioptilidae","faunabr"
"Psilorhamphus guttatus","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Eleoscytalopus indigoticus","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Merulaxis ater","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Merulaxis stresemanni","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Scytalopus gonzagai","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Scytalopus iraiensis","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Scytalopus pachecoi","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Scytalopus petrophilus","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Scytalopus speluncae","Aves","Passeriformes","Rhinocryptidae","faunabr"
"Corythopis delalandi","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Mionectes rufiventris","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes beckeri","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes ceciliae","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes difficilis","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes eximius","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes kronei","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes oustaleti","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes paulista","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes roquettei","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Phylloscartes sylviolus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Hemitriccus diops","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Hemitriccus furcatus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Hemitriccus kaempferi","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Hemitriccus mirandae","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Hemitriccus orbitatus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Lophotriccus galeatus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Todirostrum poliocephalum","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Geositta poeciloptera","Aves","Passeriformes","Scleruridae","faunabr"
"Sclerurus cearensis","Aves","Passeriformes","Scleruridae","faunabr"
"Sclerurus scansor","Aves","Passeriformes","Scleruridae","faunabr"
"Biatas nigropectus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Cercomacra brasiliana","Aves","Passeriformes","Thamnophilidae","faunabr"
"Cercomacra ferdinandi","Aves","Passeriformes","Thamnophilidae","faunabr"
"Cercomacra melanaria","Aves","Passeriformes","Thamnophilidae","faunabr"
"Drymophila ferruginea","Aves","Passeriformes","Thamnophilidae","faunabr"
"Drymophila genei","Aves","Passeriformes","Thamnophilidae","faunabr"
"Drymophila malura","Aves","Passeriformes","Thamnophilidae","faunabr"
"Drymophila ochropyga","Aves","Passeriformes","Thamnophilidae","faunabr"
"Drymophila rubricollis","Aves","Passeriformes","Thamnophilidae","faunabr"
"Dysithamnus plumbeus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Dysithamnus stictothorax","Aves","Passeriformes","Thamnophilidae","faunabr"
"Dysithamnus xanthopterus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Formicivora acutirostris","Aves","Passeriformes","Thamnophilidae","faunabr"
"Formicivora erythronotos","Aves","Passeriformes","Thamnophilidae","faunabr"
"Formicivora grantsaui","Aves","Passeriformes","Thamnophilidae","faunabr"
"Formicivora iheringi","Aves","Passeriformes","Thamnophilidae","faunabr"
"Formicivora littoralis","Aves","Passeriformes","Thamnophilidae","faunabr"
"Formicivora paludícola","Aves","Passeriformes","Thamnophilidae","faunabr"
"Herpsilochmus atricapillus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Herpsilochmus longirostris","Aves","Passeriformes","Thamnophilidae","faunabr"
"Herpsilochmus pectoralis","Aves","Passeriformes","Thamnophilidae","faunabr"
"Herpsilochmus pileatus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Mackenziaena leachii","Aves","Passeriformes","Thamnophilidae","faunabr"
"Mackenziaena severa","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmoderus loricatus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmoderus squamosus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmotherula fluminensis","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmotherula minor","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmotherula snowi","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmotherula unicolor","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmotherula urosticta","Aves","Passeriformes","Thamnophilidae","faunabr"
"Pyriglena atra","Aves","Passeriformes","Thamnophilidae","faunabr"
"Pyriglena leucoptera","Aves","Passeriformes","Thamnophilidae","faunabr"
"Pyriglena pernambucensis","Aves","Passeriformes","Thamnophilidae","faunabr"
"Radinopsyche sellowi","Aves","Passeriformes","Thamnophilidae","faunabr"
"Rhopias gularis","Aves","Passeriformes","Thamnophilidae","faunabr"
"Sakesphoroides cristatus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Sakesphorus luctuosus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Terenura maculata","Aves","Passeriformes","Thamnophilidae","faunabr"
"Terenura sicki","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thamnophilus ambiguus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thamnophilus capistratus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thamnophilus pelzelni","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thamnophilus sticturus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thamnophilus torquatus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Charitospiza eucosma","Aves","Passeriformes","Thraupidae","faunabr"
"Dacnis nigripes","Aves","Passeriformes","Thraupidae","faunabr"
"Haplospiza unicolor","Aves","Passeriformes","Thraupidae","faunabr"
"Emberizoides ypiranganus","Aves","Passeriformes","Thraupidae","faunabr"
"Embernagra longicauda","Aves","Passeriformes","Thraupidae","faunabr"
"Compsothraupis loricata","Aves","Passeriformes","Thraupidae","faunabr"
"Nemosia rourei","Aves","Passeriformes","Thraupidae","faunabr"
"Orchesticus abeillei","Aves","Passeriformes","Thraupidae","faunabr"
"Parkerthraustes humeralis","Aves","Passeriformes","Thraupidae","faunabr"
"Castanozoster thoracicus","Aves","Passeriformes","Thraupidae","faunabr"
"Donacospiza albifrons","Aves","Passeriformes","Thraupidae","faunabr"
"Microspingus cabanisi","Aves","Passeriformes","Thraupidae","faunabr"
"Microspingus cinereus","Aves","Passeriformes","Thraupidae","faunabr"
"Microspingus lateralis","Aves","Passeriformes","Thraupidae","faunabr"
"Microspingus melanoleucus","Aves","Passeriformes","Thraupidae","faunabr"
"Poospiza nigrorufa","Aves","Passeriformes","Thraupidae","faunabr"
"Thlypopsis ruficeps","Aves","Passeriformes","Thraupidae","faunabr"
"Porphyrospiza caerulescens","Aves","Passeriformes","Thraupidae","faunabr"
"Saltator fuliginosus","Aves","Passeriformes","Thraupidae","faunabr"
"Saltator maxillosus","Aves","Passeriformes","Thraupidae","faunabr"
"Saltatricula atricollis","Aves","Passeriformes","Thraupidae","faunabr"
"Saltatricula multicolor","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila albogularis","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila ardesiaca","Aves","Passeriformes","Thraupidae","faunabr"
